index,cycleway_road_50m,footway_road_50m,living_street_road_50m,path_road_50m,pedestrian_road_50m,primary_road_50m,residential_road_50m,secondary_road_50m,secondary_link_road_50m,service_road_50m,steps_road_50m,tertiary_road_50m,tertiary_link_road_50m,trunk_road_50m,trunk_link_road_50m,unclassified_road_50m,cycleway_road_100m,footway_road_100m,living_street_road_100m,path_road_100m,pedestrian_road_100m,primary_road_100m,residential_road_100m,secondary_road_100m,secondary_link_road_100m,service_road_100m,steps_road_100m,tertiary_road_100m,tertiary_link_road_100m,trunk_road_100m,trunk_link_road_100m,unclassified_road_100m,cycleway_road_500m,footway_road_500m,living_street_road_500m,motorway_road_500m,motorway_link_road_500m,path_road_500m,pedestrian_road_500m,primary_road_500m,primary_link_road_500m,residential_road_500m,secondary_road_500m,secondary_link_road_500m,service_road_500m,steps_road_500m,tertiary_road_500m,tertiary_link_road_500m,track_road_500m,trunk_road_500m,trunk_link_road_500m,unclassified_road_500m,cycleway_road_1000m,footway_road_1000m,living_street_road_1000m,motorway_road_1000m,motorway_link_road_1000m,path_road_1000m,pedestrian_road_1000m,primary_road_1000m,primary_link_road_1000m,residential_road_1000m,secondary_road_1000m,secondary_link_road_1000m,service_road_1000m,steps_road_1000m,tertiary_road_1000m,tertiary_link_road_1000m,track_road_1000m,trunk_road_1000m,trunk_link_road_1000m,unclassified_road_1000m,unknown_road_1000m,cycleway_road_1500m,footway_road_1500m,living_street_road_1500m,motorway_road_1500m,motorway_link_road_1500m,path_road_1500m,pedestrian_road_1500m,primary_road_1500m,primary_link_road_1500m,residential_road_1500m,secondary_road_1500m,secondary_link_road_1500m,service_road_1500m,steps_road_1500m,tertiary_road_1500m,tertiary_link_road_1500m,track_road_1500m,track_grade4_road_1500m,trunk_road_1500m,trunk_link_road_1500m,unclassified_road_1500m,unknown_road_1500m,bridleway_road_2000m,cycleway_road_2000m,footway_road_2000m,living_street_road_2000m,motorway_road_2000m,motorway_link_road_2000m,path_road_2000m,pedestrian_road_2000m,primary_road_2000m,primary_link_road_2000m,residential_road_2000m,secondary_road_2000m,secondary_link_road_2000m,service_road_2000m,steps_road_2000m,tertiary_road_2000m,tertiary_link_road_2000m,track_road_2000m,track_grade4_road_2000m,trunk_road_2000m,trunk_link_road_2000m,unclassified_road_2000m,unknown_road_2000m
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.662313908721,59666.29198213285,0.0,0.0,0.0,0.0,0.0,34543.642726497965,0.0,47104.96735431541,15701.655784771803,9420.993470863084,18841.986941726165,15701.655784771803,21982.318098680524,0.0,0.0,0.0,0.0,3140.3311569543607,43964.63619736681,194700.5317311959,0.0,0.0,0.0,0.0,0.0,207261.85635901496,0.0,270068.4794981104,62806.62313909545,25122.64925563817,270068.4794981104,31403.311569547725,169577.8824755577,18841.98694172863,0.0,0.0,0.0,25122.64925563817,0.0,329734.771480244,904415.3732029548,0.0,0.0,0.0,0.0,9420.993470864114,348576.7584219722,0.0,697153.5168439444,423944.7061888852,47104.96735432057,885573.3862612267,103630.92817950524,536996.6278392544,84788.94123777702,0.0,0.0,0.0,0.0,47104.96735432057,0.0,0.0,640627.5560187942,2788614.067375928,0.0,25122.64925563899,75367.94776691697,12561.324627819497,50245.29851127798,602943.5821353358,12561.324627819497,1356623.0598045054,778802.1269248087,150735.89553383394,1884198.694172924,477330.3358571408,1394307.0336879638,276349.1418120289,0.0,0.0,213542.51867293144,502452.9851127798,188419.8694172924,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0993470870347,0.0,0.0,0.0,314.0331156956783,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313902801,0.0,0.0,0.0,0.0,1884.1986941708403,0.0,0.0,0.0,628.0662313902801,21982.318098680524,9420.993470863084,0.0,0.0,0.0,0.0,0.0,3140.3311569543607,0.0,9420.993470863084,25122.64925563489,3140.3311569543607,0.0,9420.993470863084,25122.64925563489,0.0,0.0,3140.3311569543607,0.0,12561.324627817445,50245.29851127636,131893.90859210043,43964.63619736681,0.0,0.0,0.0,0.0,69087.285453005,0.0,62806.62313909545,87929.27239473362,12561.324627819087,106771.25933646226,56525.9608251859,87929.27239473362,0.0,0.0,25122.64925563817,12561.324627819087,144455.23321991952,0.0,141314.90206296172,367418.7453637005,65946.9542960488,0.0,47104.96735432057,18841.986941728228,0.0,131893.9085920976,0.0,235524.8367716029,235524.8367716029,18841.986941728228,273208.8106550593,103630.92817950524,197840.8628881464,0.0,0.0,0.0,37683.973883456456,28262.98041259234,414523.712718021,0.0,0.0,238665.1679285704,1620410.8769887148,87929.27239473646,188419.8694172924,401962.38809022383,25122.64925563899,0.0,477330.3358571408,37683.973883458486,1344061.735176686,439646.3619736823,50245.29851127798,565259.6082518772,200981.19404511192,515014.3097405993,75367.94776691697,12561.324627819497,0.0,50245.29851127798,37683.973883458486,829047.4254360866,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0331156956783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313902801,0.0,1256.1324627805602,0.0,0.0,0.0,0.0,0.0,3140.3311569543607,0.0,0.0,0.0,0.0,0.0,28262.980412589248,6280.662313908721,3140.3311569543607,34543.642726497965,0.0,62806.62313908721,6280.662313908721,28262.980412589248,0.0,0.0,0.0,0.0,6280.662313908721,0.0,188419.8694172864,62806.62313909545,0.0,0.0,6280.6623139095445,12561.324627819087,194700.5317311959,157016.55784773862,37683.97388345726,232384.5056146532,6280.6623139095445,383120.4011484822,12561.324627819087,232384.5056146532,0.0,0.0,0.0,0.0,69087.285453005,0.0,0.0,565259.6082518469,160156.88900468993,0.0,0.0,65946.9542960488,75367.94776691291,395681.7257762928,235524.8367716029,282629.80412592343,442786.69313061336,9420.993470864114,1092835.2426202372,18841.986941728228,527575.6343683904,0.0,0.0,0.0,0.0,0.0,226103.84330073872,0.0,0.0,0.0,2110302.537473676,251226.4925563899,0.0,0.0,238665.1679285704,150735.89553383394,778802.1269248087,464769.0112293213,854170.0746917257,1080273.9179924766,113051.92165037546,2587632.873330816,25122.64925563899,1180764.5150150326,62806.62313909747,0.0,0.0,113051.92165037546,163297.22016165344,351717.08957894583,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.993470863084,12561.324627817445,0.0,3140.3311569543607,0.0,9420.993470863084,0.0,0.0,12561.324627817445,28262.980412589248,0.0,25122.64925563817,0.0,0.0,0.0,0.0,0.0,0.0,31403.311569547725,0.0,131893.90859210043,75367.94776691453,0.0,106771.25933646226,0.0,37683.97388345726,6280.6623139095445,6280.6623139095445,87929.27239473362,226103.8433007436,94209.93470864317,0.0,37683.973883456456,75367.94776691291,0.0,0.0,0.0,0.0,0.0,131893.9085920976,47104.96735432057,791363.4515525856,376839.7388345646,94209.93470864114,414523.712718021,56525.96082518468,75367.94776691291,9420.993470864114,9420.993470864114,0.0,216682.8498298746,357997.7518928364,178998.87594641818,0.0,0.0,50245.29851127798,150735.89553383394,12561.324627819497,0.0,0.0,12561.324627819497,12561.324627819497,351717.08957894583,87929.27239473646,1708340.149383451,715995.5037857112,125613.24627819494,753679.4776691697,75367.94776691697,414523.7127180433,12561.324627819497,12561.324627819497,0.0,339155.7649511264,527575.6343684188,339155.7649511264,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0331156956783,0.0,0.0,0.0,0.0,0.0,1884.1986941708403,0.0,0.0,0.0,628.0662313902801,0.0,0.0,0.0,0.0,0.0,1256.1324627805602,0.0,3140.3311569543607,0.0,0.0,0.0,0.0,0.0,18841.986941726165,0.0,15701.655784771803,6280.662313908721,3140.3311569543607,3140.3311569543607,9420.993470863084,12561.324627817445,0.0,0.0,0.0,0.0,9420.993470863084,0.0,6280.6623139095445,0.0,0.0,0.0,0.0,0.0,81648.61008082407,12561.324627819087,94209.93470864317,62806.62313909545,56525.9608251859,18841.98694172863,18841.98694172863,106771.25933646226,0.0,0.0,0.0,0.0,18841.98694172863,0.0,0.0,122472.91512123348,0.0,0.0,0.0,0.0,9420.993470864114,235524.8367716029,18841.986941728228,282629.80412592343,226103.84330073872,103630.92817950524,197840.8628881464,47104.96735432057,254366.82371333108,0.0,0.0,0.0,141314.90206296172,65946.9542960488,37683.973883456456,0.0,0.0,0.0,251226.4925563899,0.0,0.0,0.0,0.0,25122.64925563899,653188.8806466138,175858.54478947291,1055151.2687368377,741118.1530413502,188419.8694172924,376839.7388345848,87929.27239473646,967221.9963421013,25122.64925563899,0.0,0.0,339155.7649511264,125613.24627819494,62806.62313909747,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.3973883416807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.993470863084,3140.3311569543607,0.0,0.0,0.0,6280.662313908721,18841.986941726165,0.0,69087.28545299593,6280.662313908721,0.0,25122.64925563489,6280.662313908721,18841.986941726165,0.0,0.0,0.0,0.0,21982.318098680524,0.0,25122.64925563817,18841.98694172863,0.0,0.0,0.0,31403.311569547725,138174.57090601,6280.6623139095445,577820.9328796781,113051.9216503718,6280.6623139095445,163297.22016164815,25122.64925563817,138174.57090601,18841.98694172863,0.0,0.0,0.0,69087.285453005,0.0,0.0,329734.771480244,47104.96735432057,0.0,0.0,18841.986941728228,94209.93470864114,376839.7388345646,28262.98041259234,1893619.687643687,744258.484198265,47104.96735432057,452207.68660147744,65946.9542960488,574680.601722711,47104.96735432057,0.0,0.0,0.0,0.0,160156.88900468993,0.0,0.0,0.0,1331500.4105488665,62806.62313909747,0.0,0.0,37683.973883458486,238665.1679285704,741118.1530413502,50245.29851127798,4107553.153296975,1746024.1232669095,100490.59702255596,1683217.5001278124,213542.51867293144,1557604.2538496174,75367.94776691697,0.0,0.0,0.0,0.0,301471.7910676679,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,314.0331156956783,0.0,0.0,314.0331156956783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.1986941708403,0.0,0.0,628.0662313902801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.3311569543607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43964.63619736105,9420.993470863084,0.0,12561.324627817445,6280.662313908721,3140.3311569543607,0.0,0.0,0.0,0.0,0.0,0.0,25122.64925563817,0.0,0.0,0.0,0.0,0.0,100490.59702255273,75367.94776691453,339155.7649511154,119332.58396428137,25122.64925563817,69087.285453005,12561.324627819087,31403.311569547725,0.0,0.0,0.0,0.0,6280.6623139095445,0.0,0.0,47104.96735432057,0.0,0.0,0.0,18841.986941728228,0.0,226103.84330073872,141314.90206296172,913836.366673819,367418.7453637005,47104.96735432057,178998.87594641818,37683.973883456456,226103.84330073872,9420.993470864114,0.0,0.0,9420.993470864114,0.0,18841.986941728228,0.0,0.0,0.0,188419.8694172924,0.0,0.0,0.0,25122.64925563899,25122.64925563899,552698.2836240578,263787.8171842094,1972127.966567661,829047.4254360866,75367.94776691697,414523.7127180433,75367.94776691697,929538.0224586426,50245.29851127798,0.0,0.0,163297.22016165344,301471.7910676679,62806.62313909747,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313913566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.1324627805602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28262.980412589248,0.0,0.0,0.0,0.0,3140.3311569543607,12561.324627817445,0.0,28262.980412589248,18841.986941726165,0.0,9420.993470863084,0.0,18841.986941726165,0.0,0.0,0.0,0.0,0.0,0.0,106771.25933646226,6280.6623139095445,0.0,0.0,6280.6623139095445,6280.6623139095445,75367.94776691453,18841.98694172863,163297.22016164815,188419.8694172864,6280.6623139095445,75367.94776691453,12561.324627819087,62806.62313909545,0.0,0.0,0.0,0.0,6280.6623139095445,0.0,0.0,197840.8628881464,37683.973883456456,0.0,0.0,18841.986941728228,9420.993470864114,292050.7975967875,103630.92817950524,527575.6343683904,650048.5494896239,18841.986941728228,235524.8367716029,37683.973883456456,329734.771480244,0.0,0.0,0.0,0.0,0.0,28262.98041259234,0.0,0.0,25122.64925563899,339155.7649511264,150735.89553383394,0.0,0.0,62806.62313909747,12561.324627819497,602943.5821353358,138174.57090601444,1884198.694172924,1419429.6829436028,75367.94776691697,515014.3097405993,200981.19404511192,879292.7239473646,37683.973883458486,0.0,0.0,163297.22016165344,87929.27239473646,138174.57090601444,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313902801,628.0662313902801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15701.655784771803,0.0,0.0,0.0,0.0,0.0,3140.3311569543607,0.0,12561.324627817445,3140.3311569543607,0.0,50245.29851126977,0.0,6280.662313908721,0.0,0.0,0.0,0.0,0.0,0.0,62806.62313909545,0.0,0.0,0.0,0.0,0.0,12561.324627819087,18841.98694172863,200981.19404510545,6280.6623139095445,0.0,188419.8694172864,62806.62313909545,62806.62313909545,0.0,0.0,25122.64925563817,43964.63619736681,25122.64925563817,0.0,0.0,244945.83024246697,0.0,0.0,0.0,0.0,0.0,28262.98041259234,37683.973883456456,508733.64742666215,9420.993470864114,0.0,894994.3797320909,169577.88247555404,292050.7975967875,9420.993470864114,0.0,0.0,122472.91512123348,244945.83024246697,131893.9085920976,0.0,0.0,0.0,628066.2313909747,0.0,25122.64925563899,0.0,0.0,0.0,37683.973883458486,50245.29851127798,1017467.294853379,12561.324627819497,0.0,2047495.9143345773,351717.08957894583,452207.6866015018,12561.324627819497,0.0,0.0,314033.11569548736,389401.0634624044,339155.7649511264,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313913566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884.1986941708403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.662313908721,0.0,0.0,0.0,0.0,0.0,12561.324627817445,0.0,37683.97388345233,0.0,0.0,12561.324627817445,6280.662313908721,25122.64925563489,0.0,0.0,15701.655784771803,3140.3311569543607,28262.980412589248,0.0,12561.324627819087,0.0,0.0,0.0,0.0,0.0,56525.9608251859,12561.324627819087,213542.5186729245,62806.62313909545,0.0,119332.58396428137,18841.98694172863,94209.93470864317,0.0,0.0,56525.9608251859,37683.97388345726,62806.62313909545,0.0,9420.993470864149,28262.98041259244,0.0,0.0,0.0,0.0,0.0,244945.8302424678,113051.92165036975,659469.5429604902,226103.8433007396,0.0,320313.77800938097,65946.95429604902,216682.84982987537,0.0,0.0,0.0,113051.92165036975,367418.7453637017,122472.9151212339,0.0,0.0,12561.324627819506,50245.29851127802,0.0,0.0,0.0,0.0,0.0,502452.9851127802,188419.8694172926,1356623.0598045066,464769.0112293217,25122.64925563901,929538.0224586434,113051.92165037556,1117957.891875936,62806.62313909753,0.0,0.0,263787.8171842096,778802.1269248093,163297.22016165356,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.66231390873,0.0,15701.655784771823,0.0,0.0,0.0,0.0,21982.31809868056,0.0,0.0,12561.32462781746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50245.29851127629,0.0,81648.61008082397,12561.324627819073,0.0,12561.324627819073,0.0,75367.94776691444,0.0,0.0,56525.96082518583,81648.61008082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113051.92165036846,0.0,235524.8367716009,94209.93470864036,0.0,122472.9151212325,0.0,244945.830242465,18841.986941728075,0.0,0.0,169577.88247555267,141314.90206296055,18841.986941728075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200981.19404511133,0.0,678311.5299022507,188419.86941729183,0.0,213542.5186729308,0.0,540136.9589962367,37683.97388345838,12561.324627819458,0.0,351717.08957894484,188419.86941729183,62806.62313909729,0.0
21,0.0,314.03311569568194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5652.596082512809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144455.23321990078,0.0,0.0,0.0,12561.32462781746,0.0,21982.31809868056,3140.331156954365,15701.655784771823,12561.32462781746,0.0,9420.993470863094,0.0,15701.655784771823,0.0,0.0,0.0,0.0,3140.331156954365,0.0,376839.7388345722,0.0,0.0,0.0,25122.649255638145,0.0,100490.59702255258,62806.62313909536,125613.24627819072,43964.63619736675,0.0,18841.98694172861,12561.324627819073,138174.5709060098,0.0,0.0,0.0,0.0,12561.324627819073,0.0,0.0,668890.5364313467,0.0,0.0,0.0,37683.97388345615,0.0,216682.84982987287,131893.90859209653,244945.830242465,122472.9151212325,0.0,94209.93470864036,18841.986941728075,423944.7061888817,0.0,0.0,0.0,0.0,0.0,141314.90206296055,0.0,0.0,0.0,904415.373203001,0.0,25122.64925563892,0.0,50245.29851127783,0.0,401962.38809022267,226103.84330075025,515014.3097405978,364278.4142067643,0.0,301471.791067667,25122.64925563892,791363.4515526259,0.0,0.0,0.0,0.0,0.0,401962.38809022267,0.0
22,0.0,314.03311569568194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0993470870458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512.264925561248,0.0,0.0,628.066231390312,0.0,628.066231390312,0.0,0.0,1884.198694170936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65946.95429604166,0.0,0.0,0.0,3140.331156954365,9420.993470863094,0.0,0.0,21982.31809868056,12561.32462781746,6280.66231390873,12561.32462781746,0.0,0.0,0.0,0.0,0.0,0.0,3140.331156954365,0.0,150735.89553382888,0.0,0.0,0.0,6280.662313909536,25122.649255638145,0.0,0.0,138174.5709060098,43964.63619736675,18841.98694172861,672030.8675883204,0.0,62806.62313909536,0.0,0.0,0.0,0.0,12561.324627819073,0.0,9420.993470864038,263787.81718419306,0.0,0.0,0.0,9420.993470864038,47104.967354320186,28262.980412592115,37683.97388345615,593522.5886644344,188419.8694172808,37683.97388345615,3071243.8715016763,0.0,150735.8955338246,9420.993470864038,0.0,0.0,18841.986941728075,0.0,18841.986941728075,0.0,0.0,25122.64925563892,803924.7761804453,0.0,0.0,0.0,100490.59702255568,87929.27239473621,75367.94776691675,163297.22016165295,1243571.1381541265,288910.46643984754,100490.59702255568,6695186.026627772,0.0,213542.5186729308,12561.324627819458,0.0,0.0,75367.94776691675,0.0,25122.64925563892,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.066231390312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12561.32462781746,0.0,3140.331156954365,0.0,0.0,0.0,0.0,0.0,0.0,21982.31809868056,0.0,0.0,0.0,12561.324627819073,0.0,0.0,0.0,6280.662313909536,0.0,0.0,69087.2854530049,0.0,12561.324627819073,0.0,12561.324627819073,0.0,0.0,0.0,0.0,56525.96082518583,0.0,0.0,0.0,0.0,18841.986941728075,0.0,0.0,9420.993470864038,37683.97388345615,0.0,28262.980412592115,329734.7714802413,0.0,348576.75842196937,0.0,28262.980412592115,0.0,0.0,0.0,0.0,0.0,141314.90206296055,0.0,0.0,0.0,12561.324627819458,0.0,25122.64925563892,25122.64925563892,0.0,12561.324627819458,50245.29851127783,0.0,163297.22016165295,615504.9067631535,0.0,741118.1530413481,0.0,50245.29851127783,0.0,0.0,0.0,0.0,0.0,263787.8171842086,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.066231390312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21982.31809868056,0.0,0.0,0.0,0.0,9420.993470863094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119332.5839642812,0.0,0.0,43964.63619736675,0.0,56525.96082518583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37683.97388345615,0.0,207261.8563590088,47104.967354320186,0.0,75367.9477669123,0.0,235524.8367716009,0.0,0.0,0.0,0.0,0.0,9420.993470864038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100490.59702255568,0.0,364278.4142067643,200981.19404511133,0.0,113051.92165037512,0.0,816486.1008082648,0.0,0.0,0.0,0.0,0.0,12561.324627819458,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0662313902801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.662313908721,0.0,0.0,0.0,0.0,3140.3311569543607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12561.324627819087,0.0,0.0,0.0,0.0,6280.6623139095445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94209.93470864114,0.0,0.0,0.0,0.0,47104.96735432057,0.0,0.0,0.0,37683.973883456456,0.0,28262.98041259234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376839.7388345848,0.0,0.0,0.0,0.0,251226.4925563899,0.0,0.0,0.0,125613.24627819494,0.0,50245.29851127798,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,314.03311569568194,0.0,0.0,314.03311569568194,0.0,314.03311569568194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.132462780624,0.0,0.0,5024.529851122496,0.0,628.066231390312,0.0,0.0,0.0,0.0,3140.331156954365,12561.32462781746,216682.8498298512,0.0,0.0,0.0,0.0,18841.986941726187,9420.993470863094,65946.95429604166,0.0,0.0,141314.9020629464,0.0,12561.32462781746,0.0,0.0,0.0,0.0,0.0,43964.63619736675,458488.34891539614,1287535.774351455,0.0,0.0,37683.97388345722,37683.97388345722,163297.22016164794,50245.29851127629,364278.41420675314,119332.5839642812,0.0,998625.3079116164,25122.649255638145,56525.96082518583,12561.324627819073,0.0,0.0,0.0,18841.98694172861,0.0,160156.88900468865,2336406.380774281,4079290.172884128,0.0,0.0,65946.95429604826,320313.7780093773,367418.7453636975,84788.94123777634,1017467.294853316,197840.8628881448,28262.980412592115,2722667.1130797067,301471.7910676492,339155.76495110535,37683.97388345615,0.0,0.0,0.0,0.0,47104.967354320186,0.0,0.0,527575.6343684172,4069869.179413504,8667313.993195426,0.0,0.0,301471.791067667,590382.2575075146,766240.8022969869,200981.19404511133,2173109.160612766,439646.361973681,100490.59702255568,5238072.369800714,477330.3358571394,778802.1269248064,50245.29851127783,0.0,0.0,0.0,0.0,213542.5186729308,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,314.03311569568194,314.03311569568194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.132462780624,628.066231390312,1884.198694170936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.331156954365,87929.27239472221,0.0,0.0,0.0,3140.331156954365,6280.66231390873,0.0,37683.97388345237,9420.993470863094,0.0,37683.97388345237,0.0,0.0,0.0,0.0,0.0,0.0,3140.331156954365,0.0,270068.4794981101,640627.5560187727,0.0,0.0,0.0,12561.324627819073,56525.96082518583,6280.662313909536,288910.4664398387,81648.61008082397,12561.324627819073,163297.22016164794,12561.324627819073,0.0,0.0,0.0,0.0,0.0,125613.24627819072,0.0,0.0,612364.5756061624,2440037.308953786,0.0,0.0,0.0,18841.986941728075,244945.830242465,9420.993470864038,1149361.2034454127,226103.8433007369,28262.980412592115,998625.307911588,37683.97388345615,65946.95429604826,0.0,0.0,0.0,0.0,0.0,197840.8628881448,0.0,0.0,0.0,1117957.8918759318,6255539.66465409,0.0,0.0,0.0,75367.94776691675,414523.7127180421,25122.64925563892,2863982.0151428366,703434.1791578897,50245.29851127783,2725807.4442368224,75367.94776691675,288910.46643984754,37683.97388345838,0.0,0.0,0.0,0.0,288910.46643984754,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9420.993470863094,34543.642726498016,47104.96735431547,0.0,0.0,0.0,0.0,9420.993470863094,0.0,15701.655784771823,21982.31809868056,12561.32462781746,6280.66231390873,0.0,9420.993470863094,0.0,0.0,0.0,0.0,9420.993470863094,125613.24627819072,376839.7388345722,640627.5560187727,0.0,0.0,62806.62313909536,25122.649255638145,50245.29851127629,0.0,131893.90859210026,62806.62313909536,25122.649255638145,188419.8694172861,18841.98694172861,81648.61008082397,0.0,0.0,0.0,0.0,119332.5839642812,0.0,339155.76495110535,1648673.8574012066,2289301.413419961,0.0,0.0,113051.92165036846,254366.823713329,169577.88247555267,47104.967354320186,489891.66048493,178998.87594641672,75367.9477669123,1413149.0206296055,141314.90206296055,348576.75842196937,9420.993470864038,0.0,0.0,0.0,0.0,226103.8433007369,0.0,0.0,527575.6343684172,3341312.350999976,6519327.481838299,0.0,0.0,251226.4925563892,376839.7388345837,401962.38809022267,113051.92165037512,1532481.6045939738,401962.38809022267,100490.59702255568,3542293.545045087,263787.8171842086,841608.7500639037,75367.94776691675,0.0,0.0,0.0,0.0,401962.38809022267,0.0
